code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	pnns_groups_1	pnns_groups_2	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0016229914578	https://world.openfoodfacts.org/product/0016229914578	colaboremos	1457029486	1528724384	Coconut water		1 L			Foco	foco	Coconut waters	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters,en:non-alcoholic-beverages													en:france, en:united-states	100% natural coconut water.					240 ml (8 fl oz)		0	 [ 100-natural-coconut-water -> en:100-natural-coconut-water  ]  [ natural-coconut-water -> en:natural-coconut-water  ]  [ coconut-water -> en:coconut-water  ]  [ water -> en:water  ] 		0			0			unknown	unknown	en:coconut-waters	https://static.openfoodfacts.org/images/products/001/622/991/4578/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/001/622/991/4578/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/001/622/991/4578/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/001/622/991/4578/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/001/622/991/4578/ingredients_en.16.400.jpg	https://static.openfoodfacts.org/images/products/001/622/991/4578/ingredients_en.16.200.jpg			88		0	0																																	0	0	5.2	5									0	0				0.05	0.0196850393700787		0					0												0.2		0.017	0.008	0	0.01																		7	1							
8901747002840	https://world.openfoodfacts.org/product/8901747002840	babartareen	1469062428	1469072241	Green Tea Mint Tea Bags Special International Blend		37.5 g	Box	box	Wagh Bakri	wagh-bakri	Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Herbal teas,Teas in tea bags,Non-sugared beverages	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:teas-in-tea-bags,en:non-sugared-beverages,en:non-alcoholic-beverages	Vegetarian,Green Dot India	en:vegetarian,en:green-dot-india			Ahmedabad,India	ahmedabad,india					Redmond,WA,United States	India Supermarket	United States	Green tea and natural mint flavour					1.5 g		0	 [ green-tea-and-natural-mint-flavour -> en:green-tea-and-natural-mint-flavour  ]  [ tea-and-natural-mint-flavour -> en:tea-and-natural-mint-flavour  ]  [ and-natural-mint-flavour -> en:and-natural-mint-flavour  ]  [ natural-mint-flavour -> en:natural-mint-flavour  ]  [ mint-flavour -> en:mint-flavour  ]  [ flavour -> en:flavour  ] 		0			0			Beverages	Non-sugared beverages	en:teas-in-tea-bags	https://static.openfoodfacts.org/images/products/890/174/700/2840/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/ingredients_en.9.400.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/ingredients_en.9.200.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/nutrition_en.16.400.jpg	https://static.openfoodfacts.org/images/products/890/174/700/2840/nutrition_en.16.200.jpg			0	0																																			0	0														0.0779	0.0307																			1.55		0.447																													
7289149	https://world.openfoodfacts.org/product/7289149	tacinte	1421868232	1463775041	Heineken					Heineken	heineken	Beers	en:beverages,en:alcoholic-beverages,en:beers											Los Angeles,California,United States		United States																		Alcoholic beverages	en:beers	https://static.openfoodfacts.org/images/products/7289149/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/7289149/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/7289149/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/7289149/front_en.7.200.jpg																																																																																																													
0027541007602	https://world.openfoodfacts.org/product/0027541007602	openfoodfacts-contributors	1386977608	1458995500	Kirkland Drinking Water							Beverages,Waters,Non-sugared beverages	en:beverages,en:waters,en:non-sugared-beverages,en:non-alcoholic-beverages	U	en:kosher,en:orthodox-union-kosher											United States																	Beverages	Non-sugared beverages	en:waters	https://static.openfoodfacts.org/images/products/002/754/100/7602/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/002/754/100/7602/front_en.4.200.jpg	https://static.openfoodfacts.org/images/products/002/754/100/7602/front_en.4.400.jpg	https://static.openfoodfacts.org/images/products/002/754/100/7602/front_en.4.200.jpg																																																																																																													
1213104	https://world.openfoodfacts.org/product/1213104	openfoodfacts-contributors	1407489391	1442677111	Mtn Dew		20 fl. oz (491 ml)	plastic,bottle	plastic,bottle	Mtn Dew,Mountain Dew	mtn-dew,mountain-dew	Beverages,Carbonated drinks,Sodas,Sugared beverages	en:beverages,en:carbonated-drinks,en:sodas,en:sugared-beverages													United States	Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserve freshness), Caffeine, Sodium Citrate, Erythorbic Acid (preserve freshness), Gum Arabic, Calcium Disodium Eota (to protect flavor), Brominated vegetable oil, Yellow 5					491 ml		7	 [ carbonated-water -> en:carbonated-water  ]  [ water -> en:water  ]  [ high-fructose-corn-syrup -> en:high-fructose-corn-syrup  ]  [ fructose-corn-syrup -> en:fructose-corn-syrup  ]  [ corn-syrup -> en:corn-syrup  ]  [ syrup -> en:syrup  ]  [ concentrated-orange-juice -> en:concentrated-orange-juice  ]  [ orange-juice -> en:orange-juice  ]  [ juice -> en:juice  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ sodium-benzoate -> en:e211  -> exists  -- ok  ]  [ preserve-freshness -> en:preserve-freshness  ]  [ freshness -> en:freshness  ]  [ caffeine -> en:caffeine  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ erythorbic-acid -> en:e315  -> exists  -- ok  ]  [ preserve-freshness -> en:preserve-freshness  ]  [ freshness -> en:freshness  ]  [ gum-arabic -> en:e414  -> exists  -- ok  ]  [ calcium-disodium-eota -> en:calcium-disodium-eota  ]  [ disodium-eota -> en:disodium-eota  ]  [ eota -> en:eota  ]  [ to-protect-flavor -> en:to-protect-flavor  ]  [ protect-flavor -> en:protect-flavor  ]  [ flavor -> en:flavor  ]  [ brominated-vegetable-oil -> en:e443  -> exists  -- ok  ]  [ yellow-5 -> en:e102  -> exists  -- ok  ] 	en:e102,en:e211,en:e315,en:e330,en:e331,en:e414,en:e443	0			0			Beverages	Sweetened beverages	en:sodas	https://static.openfoodfacts.org/images/products/1213104/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/1213104/front_en.9.200.jpg	https://static.openfoodfacts.org/images/products/1213104/front_en.9.400.jpg	https://static.openfoodfacts.org/images/products/1213104/front_en.9.200.jpg	https://static.openfoodfacts.org/images/products/1213104/ingredients_en.10.400.jpg	https://static.openfoodfacts.org/images/products/1213104/ingredients_en.10.200.jpg	https://static.openfoodfacts.org/images/products/1213104/nutrition_en.14.400.jpg	https://static.openfoodfacts.org/images/products/1213104/nutrition_en.14.200.jpg	247		0																																				15.7	15.7										0				0.0543	0.0214																																	0.0185																	
5410316519779	https://world.openfoodfacts.org/product/5410316519779	gumb	1463638133	1463774748	Smirnoff Triple Distilled Vodka		200 ml					Triple Distilled Vodka,Vodka	en:beverages,en:alcoholic-beverages,en:hard-liquors,fr:eaux-de-vie,en:vodka,en:triple-distilled-vodka												7 eleven	United States																		Alcoholic beverages	en:vodka	https://static.openfoodfacts.org/images/products/541/031/651/9779/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/541/031/651/9779/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/541/031/651/9779/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/541/031/651/9779/front_en.3.200.jpg																																																																																																													
7610403051009	https://world.openfoodfacts.org/product/7610403051009	tacinte	1422054251	1486495191	Tennessee Whiskey		124 g - 4.3 oz			Jack Daniel's	jack-daniel-s	Tennessee Whiskey	en:beverages,en:alcoholic-beverages,en:hard-liquors,fr:eaux-de-vie,en:whisky,en:american-whiskeys,en:tennessee-whiskey													United States, Suisse						25 g												Alcoholic beverages	en:american-whiskeys	https://static.openfoodfacts.org/images/products/761/040/305/1009/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/761/040/305/1009/front_en.7.200.jpg	https://static.openfoodfacts.org/images/products/761/040/305/1009/front_en.7.400.jpg	https://static.openfoodfacts.org/images/products/761/040/305/1009/front_en.7.200.jpg					1756		15	9																																			62.5	61.2										1.8				0	0		0					0														0		0																											
0082184000052	https://world.openfoodfacts.org/product/0082184000052	tacinte	1421388445	1437753265	Tennessee Whiskey		50 mL	Bottle	bottle	Jack Daniel's	jack-daniel-s	Beverages,Alcoholic beverages	en:beverages,en:alcoholic-beverages					Lynchburg,TN,USA	lynchburg,tn,usa							United States																		Alcoholic beverages	en:alcoholic-beverages	https://static.openfoodfacts.org/images/products/008/218/400/0052/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/008/218/400/0052/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/008/218/400/0052/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/008/218/400/0052/front_en.8.200.jpg			https://static.openfoodfacts.org/images/products/008/218/400/0052/nutrition_en.6.400.jpg	https://static.openfoodfacts.org/images/products/008/218/400/0052/nutrition_en.6.200.jpg																																																								40																																																	
0898999000022	https://world.openfoodfacts.org/product/0898999000022	bcatelin	1465618458	1528798871	Vita coco		330 ml e	brique	brique	Vita coco,All Market Inc.	vita-coco,all-market-inc	Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Eaux de coco	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:coconut-waters,en:non-alcoholic-beverages	100% naturel	de:100-naturlich									France		Chine,France,Suède,États-Unis	Eau de coco (99 %), Sucre de fruit (1 %), Vitamine C.					330 ml (11.1 fl oz)		0	 [ eau-de-coco -> fr:eau-de-coco  ]  [ eau-de -> fr:eau-de  ]  [ eau -> fr:eau  ]  [ 99 -> fr:99  ]  [ sucre-de-fruit -> fr:sucre-de-fruit  ]  [ sucre-de -> fr:sucre-de  ]  [ sucre -> fr:sucre  ]  [ 1 -> en:fd-c  ]  [ vitamine-c -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:vitamin-c  ] 		0			0			unknown	unknown	en:coconut-waters	https://static.openfoodfacts.org/images/products/089/899/900/0022/front_en.25.400.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/front_en.25.200.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/front_en.25.400.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/front_en.25.200.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/ingredients_fr.35.400.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/ingredients_fr.35.200.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/nutrition_fr.29.400.jpg	https://static.openfoodfacts.org/images/products/089/899/900/0022/nutrition_fr.29.200.jpg	75		0	0																																	0	0	4.5	4									0	0				0.1	0.0393700787401575							0.025												0.185		0.024	0.012		0.01																		6	0							
0845163008407	https://world.openfoodfacts.org/product/0845163008407	sebleouf	1464429239	1499656665	Vivaloé Honeydew Aloe	Boisson à l'aloé véra et au melon	50 cl	Bouteille,Plastique,Plastique 1,PET,♳	bouteille,plastique,plastique-1,pet,♳	Vivaloé	vivaloe	Plant-based foods and beverages,Beverages,Plant-based beverages,Artificially sweetened beverages,Fruit-based beverages	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:fruit-based-beverages	No colorings,No preservatives,No artificial flavors,Without gelatin,Sans aloïne	en:no-colorings,en:no-preservatives,en:no-artificial-flavors,en:without-gelatin,fr:sans-aloine			Taiwan	taiwan					Paris,France	Franprix	France,United States	Eau, pulpe d'aloé vera, jus d'aloé vera, sucre de canne, jus de melon concentré, jus de pomme concentré, acide citrique, arômes naturels, stevia.					8 fl oz (240 ml)		2	 [ eau -> fr:eau  ]  [ pulpe-d-aloe-vera -> fr:pulpe-d-aloe-vera  ]  [ pulpe-d-aloe -> fr:pulpe-d-aloe  ]  [ pulpe-d -> fr:pulpe-d  ]  [ pulpe -> fr:pulpe  ]  [ jus-d-aloe-vera -> fr:jus-d-aloe-vera  ]  [ jus-d-aloe -> fr:jus-d-aloe  ]  [ jus-d -> fr:jus-d  ]  [ jus -> fr:jus  ]  [ sucre-de-canne -> fr:sucre-de-canne  ]  [ sucre-de -> fr:sucre-de  ]  [ sucre -> fr:sucre  ]  [ jus-de-melon-concentre -> fr:jus-de-melon-concentre  ]  [ jus-de-melon -> fr:jus-de-melon  ]  [ jus-de -> fr:jus-de  ]  [ jus -> fr:jus  ]  [ jus-de-pomme-concentre -> fr:jus-de-pomme-concentre  ]  [ jus-de-pomme -> fr:jus-de-pomme  ]  [ jus-de -> fr:jus-de  ]  [ jus -> fr:jus  ]  [ acide-citrique -> en:e330  -> exists  -- ok  ]  [ aromes-naturels -> fr:aromes-naturels  ]  [ aromes -> fr:aromes  ]  [ stevia -> en:e960  -> exists  -- ok  ] 	en:e330,en:e960	0			0			Beverages	Artificially sweetened beverages	en:artificially-sweetened-beverages	https://static.openfoodfacts.org/images/products/084/516/300/8407/front_en.18.400.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/front_en.18.200.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/front_en.18.400.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/front_en.18.200.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/ingredients_en.21.400.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/ingredients_en.21.200.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/nutrition_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/084/516/300/8407/nutrition_fr.10.200.jpg	122		0	0																																	0	0	7.5	6.67									0.0417	0				0.00529	0.00208		0					0														0		0																			10	1							
0081753825294	https://world.openfoodfacts.org/product/0081753825294	tacinte	1421897368	1459326605						Moët et Chandon	moet-et-chandon	Beverages,Alcoholic beverages,Wines,Sparkling wines,Champagne	en:beverages,en:alcoholic-beverages,en:wines,en:sparkling-wines,en:champagnes													United States																		Alcoholic beverages	en:champagnes	https://static.openfoodfacts.org/images/products/008/175/382/5294/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/008/175/382/5294/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/008/175/382/5294/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/008/175/382/5294/front_en.6.200.jpg																																																																																																													
4154891	https://world.openfoodfacts.org/product/4154891	openfoodfacts-contributors	1389472934	1453678319	Almond Milk Unsweetened	Unsweetened almond milk 	1			Almond Breeze, Blue Diamond Almonds, Blue Diamond Growers Corporation	almond-breeze,blue-diamond-almonds,blue-diamond-growers-corporation	Almond milks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:plant-milks,en:nut-milks,en:almond-milks,en:non-sugared-beverages													United States	ALMONDMILK (FILTERED WATER, _ALMONDS_), CALCIUM CARBONATE, TAPIOCA STARCH, SEA SALT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D2 AND D-ALPHA-TOCOPHEROL (NATURAL VITAMIN E).	ALMONDS, ALMONDS	en:nuts			1 cup (240 mL)		5	 [ almondmilk -> en:almondmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ almonds -> en:almonds  ]  [ calcium-carbonate -> en:e170  -> exists  -- ok  ]  [ tapioca-starch -> en:tapioca-starch  ]  [ starch -> en:starch  ]  [ sea-salt -> en:sea-salt  ]  [ salt -> en:salt  ]  [ potassium-citrate -> en:e332  -> exists  -- ok  ]  [ carrageenan -> en:e407  -> exists  -- ok  ]  [ sunflower-lecithin -> en:sunflower-lecithin  ]  [ lecithin -> en:e322i  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ vitamin-a -> en:vitamin-a  ]  [ a -> en:a  ]  [ palmitate -> en:palmitate  ]  [ vitamin-d2 -> en:vitamin-d2  ]  [ d2 -> en:d2  ]  [ vitamin-and -> en:vitamin-and  ]  [ and -> en:and  ]  [ vitamin-d -> en:vitamin-d  ]  [ d -> en:d  ]  [ alpha-tocopherol -> en:e307  -> exists  -- ok  ]  [ natural-vitamin-e -> en:natural-vitamin-e  ]  [ vitamin-e -> en:vitamin-e  ]  [ e -> en:e  ] 	en:e170,en:e307,en:e322,en:e322i,en:e332,en:e407	0			0			Beverages	Non-sugared beverages	en:almond-milks	https://static.openfoodfacts.org/images/products/4154891/front_en.10.400.jpg	https://static.openfoodfacts.org/images/products/4154891/front_en.10.200.jpg	https://static.openfoodfacts.org/images/products/4154891/front_en.10.400.jpg	https://static.openfoodfacts.org/images/products/4154891/front_en.10.200.jpg	https://static.openfoodfacts.org/images/products/4154891/ingredients_en.11.400.jpg	https://static.openfoodfacts.org/images/products/4154891/ingredients_en.11.200.jpg	https://static.openfoodfacts.org/images/products/4154891/nutrition_en.12.400.jpg	https://static.openfoodfacts.org/images/products/4154891/nutrition_en.12.200.jpg	52.5	35	1.04	0																																	0	0	0.833	0									0.417	0.417				0.191	0.075		6.25e-05		4.17e-06	0.00417		0												0.0708		0.188	0.00833	0.0003	0.00667																		0	0							
0041570054130	https://world.openfoodfacts.org/product/0041570054130	openfoodfacts-contributors	1389473166	1453678250	Almond Milk Unsweetened 	Unsweetened almond milk 	1			Almond Breeze,Blue Diamond Almonds,Blue Diamond Growers Corporation	almond-breeze,blue-diamond-almonds,blue-diamond-growers-corporation	Plant-based foods and beverages,Beverages,Plant-based foods,Dairies,Nuts and their products,Plant-based beverages,Milks,Plant milks,Almond milks,Non-sugared beverages,Nut milks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairies,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitute,en:milks,en:plant-milks,en:almond-milks,en:non-sugared-beverages,en:nut-milks,en:non-alcoholic-beverages	No lactose,No soy	en:no-lactose,en:no-soy											United States	ALMONDMILK (FILTERED WATER, _ALMONDS_), CALCIUM CARBONATE, TAPIOCA STARCH, SEA SAT, POTASSIUM CITRATE, CARRAGEENAN, SUNFLOWER LECITHIN, NATURAL FLAVOR, VITAMIN A PALMITATE, VITAMIN D2 AND D-ALPHA TOCOPHEROL (NATURAL VITAMIN E).	ALMONDS, ALMONDS	en:nuts			1 cup (240 mL)		2	 [ almondmilk -> en:almondmilk  ]  [ filtered-water -> en:filtered-water  ]  [ water -> en:water  ]  [ almonds -> en:almonds  ]  [ calcium-carbonate -> en:e170  -> exists  -- mandatory_additive_class: en:acidity-regulator, en:anti-caking-agent, en:stabiliser, en:firming-agent, en:flour-treatment-agent, en:colour (current: ingredient)  -> exists as a mineral en:calcium-carbonate  ]  [ tapioca-starch -> en:tapioca-starch  ]  [ starch -> en:starch  ]  [ sea-sat -> en:sea-sat  ]  [ sat -> en:sat  ]  [ potassium-citrate -> en:e332  -> exists as a mineral en:potassium-citrate and current class is en:minerals  ]  [ carrageenan -> en:e407  -> exists  -- ok  ]  [ sunflower-lecithin -> en:sunflower-lecithin  ]  [ lecithin -> en:e322i  -> exists  -- ok  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ vitamin-a-palmitate -> en:vitamin-a-palmitate  ]  [ a-palmitate -> en:a-palmitate  ]  [ palmitate -> en:palmitate  ]  [ vitamin-d2-and-d-alpha-tocopherol -> en:vitamin-d2-and-d-alpha-tocopherol  ]  [ d2-and-d-alpha-tocopherol -> en:d2-and-d-alpha-tocopherol  ]  [ and-d-alpha-tocopherol -> en:and-d-alpha-tocopherol  ]  [ d-alpha-tocopherol -> en:d-alpha-tocopherol  -> exists as a vitamin en:d-alpha-tocopherol and current class is en:minerals  ]  [ natural-vitamin-e -> en:natural-vitamin-e  ]  [ vitamin-e -> en:vitamin-e  -> exists as a vitamin en:vitamin-e and current class is en:minerals  ] 	en:e322,en:e322i,en:e407	0			0			Beverages	Non-sugared beverages	en:almond-milks	https://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.400.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.200.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.400.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/front_en.10.200.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/ingredients_en.14.400.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/ingredients_en.14.200.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/nutrition_en.11.400.jpg	https://static.openfoodfacts.org/images/products/004/157/005/4130/nutrition_en.11.200.jpg	52.5	35	1.04	0																																	0	0	0.833	0									0.417	0.417				0.191	0.075		6.25e-05		4.17e-06	0.00417		0												0.0708		0.188	0.00833	0.0003	0.00667																		0	0							
0031259015477	https://world.openfoodfacts.org/product/0031259015477	tacinte	1421652893	1511004741	Beaujolais Nouveau 2014		750 mL	glass bottle,cork	glass-bottle,cork	Georges Duboeuf	georges-duboeuf	fr:Beaujolais nouveau	en:beverages,en:alcoholic-beverages,en:wines,en:wines-from-france,fr:beaujolais,fr:beaujolais-nouveau											San Francisco,California,USA	Nijiya Market	United States	contains _sulfites_	sulfites	en:sulphur-dioxide-and-sulphites					0	 [ contains-sulfites -> en:contains-sulfites  ]  [ sulfites -> en:sulfites  ] 		0			0				Alcoholic beverages	fr:beaujolais	https://static.openfoodfacts.org/images/products/003/125/901/5477/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/front_en.8.400.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/front_en.8.200.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/ingredients_en.10.400.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/ingredients_en.10.200.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/nutrition_en.11.400.jpg	https://static.openfoodfacts.org/images/products/003/125/901/5477/nutrition_en.11.200.jpg																																																								12																																																	
